id,address,city,state,phone_number,is_subscribed,created_at,updated_at,user_id
631,01926 Holmberg Drive,Tuscaloosa,Alabama,2052356474,f,2023-02-28 00:00:00+05:30,2022-11-14 00:00:00+05:30,631
632,2 Spaight Circle,Gadsden,Alabama,2566165667,t,2022-08-25 00:00:00+05:30,2022-04-21 00:00:00+05:30,632
633,1577 Maple Wood Center,Montgomery,Alabama,3348070760,t,2022-03-29 00:00:00+05:30,2022-06-07 00:00:00+05:30,633
634,6355 Sunfield Drive,Birmingham,Alabama,2054920253,t,2022-06-14 00:00:00+05:30,2022-05-31 00:00:00+05:30,634
635,6437 Lunder Court,Birmingham,Alabama,2051682298,f,2022-06-03 00:00:00+05:30,2022-04-03 00:00:00+05:30,635
636,18949 Eagle Crest Lane,Huntsville,Alabama,2569589491,f,2022-04-12 00:00:00+05:30,2022-07-11 00:00:00+05:30,636
637,734 Blackbird Terrace,Birmingham,Alabama,2057083356,f,2022-05-13 00:00:00+05:30,2022-06-07 00:00:00+05:30,637
638,99873 Lighthouse Bay Plaza,Mobile,Alabama,2519567795,t,2022-08-26 00:00:00+05:30,2022-05-31 00:00:00+05:30,638
639,36 Becker Road,Birmingham,Alabama,2053472820,f,2023-02-18 00:00:00+05:30,2022-11-19 00:00:00+05:30,639
640,084 Londonderry Hill,Mobile,Alabama,2512184519,t,2022-08-19 00:00:00+05:30,2022-09-28 00:00:00+05:30,640
641,23 Columbus Court,Birmingham,Alabama,2058286745,t,2022-05-07 00:00:00+05:30,2022-08-16 00:00:00+05:30,641
642,5797 Sachs Point,Mobile,Alabama,2515729295,f,2023-01-14 00:00:00+05:30,2022-04-03 00:00:00+05:30,642
643,822 Coolidge Court,Birmingham,Alabama,2051914578,f,2022-07-18 00:00:00+05:30,2022-09-21 00:00:00+05:30,643
644,8 Shopko Lane,Birmingham,Alabama,2056660817,t,2022-09-17 00:00:00+05:30,2022-09-26 00:00:00+05:30,644
645,153 Mayer Point,Birmingham,Alabama,2057433913,t,2023-01-17 00:00:00+05:30,2022-03-20 00:00:00+05:30,645
646,4124 Golf View Center,Huntsville,Alabama,2563127709,f,2022-08-18 00:00:00+05:30,2022-11-20 00:00:00+05:30,646
647,5396 Maywood Trail,Montgomery,Alabama,3346579275,f,2022-10-30 00:00:00+05:30,2023-01-05 00:00:00+05:30,647
648,287 Arkansas Plaza,Montgomery,Alabama,3342080274,t,2022-07-17 00:00:00+05:30,2022-11-15 00:00:00+05:30,648
649,63 Westridge Point,Tuscaloosa,Alabama,2053158266,f,2022-03-23 00:00:00+05:30,2022-09-17 00:00:00+05:30,649
650,1758 Troy Parkway,Mobile,Alabama,2511314712,t,2023-01-23 00:00:00+05:30,2023-01-21 00:00:00+05:30,650
651,3629 Pierstorff Court,Anniston,Alabama,2563933237,f,2022-08-31 00:00:00+05:30,2022-12-14 00:00:00+05:30,651
652,03257 Buell Plaza,Mobile,Alabama,2519496056,f,2022-04-20 00:00:00+05:30,2023-02-16 00:00:00+05:30,652
653,12 Bowman Drive,Mobile,Alabama,2512450322,t,2022-08-25 00:00:00+05:30,2022-09-21 00:00:00+05:30,653
654,45804 Macpherson Avenue,Birmingham,Alabama,2057664322,t,2022-09-17 00:00:00+05:30,2023-01-01 00:00:00+05:30,654
655,74320 Jay Way,Tuscaloosa,Alabama,2058065782,f,2022-09-04 00:00:00+05:30,2022-08-07 00:00:00+05:30,655
656,259 Artisan Avenue,Montgomery,Alabama,3344680499,t,2022-07-02 00:00:00+05:30,2023-02-27 00:00:00+05:30,656
657,54497 Kipling Park,Mobile,Alabama,2514266818,t,2022-10-26 00:00:00+05:30,2022-09-22 00:00:00+05:30,657
658,32 Service Place,Mobile,Alabama,2511261720,t,2022-04-22 00:00:00+05:30,2023-01-16 00:00:00+05:30,658
659,92111 Dawn Drive,Birmingham,Alabama,2054349169,f,2022-10-12 00:00:00+05:30,2022-08-22 00:00:00+05:30,659
660,840 Bunker Hill Center,Mobile,Alabama,2511651947,f,2022-12-09 00:00:00+05:30,2022-09-24 00:00:00+05:30,660
661,38454 Monument Trail,Mobile,Alabama,2517412454,f,2022-04-05 00:00:00+05:30,2022-03-17 00:00:00+05:30,661
662,515 Buell Plaza,Birmingham,Alabama,2059600079,t,2022-06-15 00:00:00+05:30,2022-08-15 00:00:00+05:30,662
663,299 Randy Crossing,Mobile,Alabama,2513775071,f,2022-05-01 00:00:00+05:30,2022-10-14 00:00:00+05:30,663
664,410 Straubel Avenue,Montgomery,Alabama,3347071600,f,2022-07-07 00:00:00+05:30,2022-06-11 00:00:00+05:30,664
665,89444 Maryland Hill,Birmingham,Alabama,2057963778,f,2022-06-11 00:00:00+05:30,2022-12-03 00:00:00+05:30,665
666,086 Hollow Ridge Terrace,Mobile,Alabama,2515578256,f,2022-06-28 00:00:00+05:30,2022-07-28 00:00:00+05:30,666
667,8848 Welch Lane,Birmingham,Alabama,2051503457,t,2022-08-28 00:00:00+05:30,2022-04-26 00:00:00+05:30,667
668,82 Marcy Trail,Birmingham,Alabama,2058826799,f,2022-07-01 00:00:00+05:30,2022-09-09 00:00:00+05:30,668
669,39484 Brickson Park Hill,Birmingham,Alabama,2052058576,t,2022-08-09 00:00:00+05:30,2022-08-23 00:00:00+05:30,669
670,482 Northport Place,Montgomery,Alabama,3346500050,t,2022-12-20 00:00:00+05:30,2022-10-27 00:00:00+05:30,670
671,684 Sommers Park,Mobile,Alabama,2518560202,f,2022-04-24 00:00:00+05:30,2022-05-21 00:00:00+05:30,671
672,36 Anhalt Pass,Montgomery,Alabama,3343224476,f,2022-09-22 00:00:00+05:30,2022-12-06 00:00:00+05:30,672
673,5 Thackeray Alley,Mobile,Alabama,2511938923,t,2022-10-13 00:00:00+05:30,2022-11-09 00:00:00+05:30,673
674,8 Hermina Hill,Huntsville,Alabama,2567748819,f,2023-01-27 00:00:00+05:30,2022-06-27 00:00:00+05:30,674
675,05 Graedel Point,Montgomery,Alabama,3343528787,f,2022-09-23 00:00:00+05:30,2022-12-01 00:00:00+05:30,675
676,47455 Mandrake Park,Montgomery,Alabama,3349583936,f,2022-08-14 00:00:00+05:30,2022-07-27 00:00:00+05:30,676
677,018 Charing Cross Lane,Birmingham,Alabama,2053025135,f,2023-01-12 00:00:00+05:30,2022-04-18 00:00:00+05:30,677
678,26 Troy Court,Birmingham,Alabama,2056442140,f,2022-10-02 00:00:00+05:30,2022-07-12 00:00:00+05:30,678
679,2783 Veith Road,Montgomery,Alabama,3343319590,f,2022-12-16 00:00:00+05:30,2022-04-22 00:00:00+05:30,679
680,5 Macpherson Junction,Birmingham,Alabama,2057542801,t,2022-12-23 00:00:00+05:30,2022-06-21 00:00:00+05:30,680
681,24 Anzinger Parkway,Huntsville,Alabama,2569600879,f,2022-11-27 00:00:00+05:30,2022-11-18 00:00:00+05:30,681
682,85 Carpenter Center,Montgomery,Alabama,3349210213,f,2022-10-29 00:00:00+05:30,2022-07-10 00:00:00+05:30,682
683,6089 Cambridge Avenue,Birmingham,Alabama,2052232236,t,2022-07-30 00:00:00+05:30,2022-05-13 00:00:00+05:30,683
684,675 Westend Street,Birmingham,Alabama,2057445091,t,2022-04-27 00:00:00+05:30,2022-05-03 00:00:00+05:30,684
685,3694 Stoughton Trail,Tuscaloosa,Alabama,2058909124,t,2022-04-30 00:00:00+05:30,2022-07-27 00:00:00+05:30,685
686,7383 Sachtjen Lane,Birmingham,Alabama,2052391200,t,2022-07-25 00:00:00+05:30,2022-09-07 00:00:00+05:30,686
687,4 Pine View Lane,Huntsville,Alabama,2561173864,t,2022-09-18 00:00:00+05:30,2023-03-01 00:00:00+05:30,687
688,4 Rigney Place,Birmingham,Alabama,2051136271,f,2022-11-07 00:00:00+05:30,2022-11-04 00:00:00+05:30,688
689,1 Banding Hill,Montgomery,Alabama,3345477533,t,2022-04-14 00:00:00+05:30,2022-10-06 00:00:00+05:30,689
690,89 Northwestern Pass,Mobile,Alabama,2511815219,f,2022-07-22 00:00:00+05:30,2023-02-27 00:00:00+05:30,690
691,107 Hanson Junction,Birmingham,Alabama,2052221529,f,2023-03-03 00:00:00+05:30,2022-06-04 00:00:00+05:30,691
692,197 Maple Wood Court,Birmingham,Alabama,2053463555,f,2023-01-03 00:00:00+05:30,2022-09-04 00:00:00+05:30,692
693,81644 Maywood Pass,Montgomery,Alabama,3346895353,t,2022-05-15 00:00:00+05:30,2022-12-15 00:00:00+05:30,693
694,469 Melby Avenue,Huntsville,Alabama,2567495783,f,2022-04-06 00:00:00+05:30,2022-06-06 00:00:00+05:30,694
695,22 Express Alley,Montgomery,Alabama,3344006783,t,2022-07-27 00:00:00+05:30,2022-07-17 00:00:00+05:30,695
696,50 Prentice Park,Montgomery,Alabama,3341221026,f,2022-07-30 00:00:00+05:30,2022-05-26 00:00:00+05:30,696
697,6 Bobwhite Drive,Huntsville,Alabama,2567690515,t,2022-10-10 00:00:00+05:30,2022-09-10 00:00:00+05:30,697
698,9769 Russell Court,Birmingham,Alabama,2059842669,t,2022-05-29 00:00:00+05:30,2023-01-08 00:00:00+05:30,698
699,2 Rigney Circle,Montgomery,Alabama,3347071755,t,2022-11-26 00:00:00+05:30,2023-03-08 00:00:00+05:30,699
700,89 6th Junction,Birmingham,Alabama,2059571405,t,2022-11-23 00:00:00+05:30,2022-12-28 00:00:00+05:30,700
701,750 Springs Hill,Mobile,Alabama,2511102631,f,2022-08-26 00:00:00+05:30,2022-03-26 00:00:00+05:30,701
702,062 Jackson Street,Mobile,Alabama,2516584656,f,2022-12-02 00:00:00+05:30,2022-11-02 00:00:00+05:30,702
703,32453 Glacier Hill Park,Tuscaloosa,Alabama,2058506482,t,2022-04-19 00:00:00+05:30,2022-04-05 00:00:00+05:30,703
704,29 Melby Alley,Birmingham,Alabama,2058359895,f,2023-02-15 00:00:00+05:30,2022-07-01 00:00:00+05:30,704
705,066 Texas Crossing,Birmingham,Alabama,2054379369,f,2022-05-30 00:00:00+05:30,2022-05-30 00:00:00+05:30,705
706,80 Novick Pass,Birmingham,Alabama,2054770956,t,2022-11-02 00:00:00+05:30,2022-11-11 00:00:00+05:30,706
707,01201 Mallory Point,Montgomery,Alabama,3349027395,f,2022-03-18 00:00:00+05:30,2023-01-30 00:00:00+05:30,707
708,94246 Kinsman Avenue,Montgomery,Alabama,3342724673,f,2022-09-19 00:00:00+05:30,2023-02-18 00:00:00+05:30,708
709,8 Donald Court,Montgomery,Alabama,3347067147,t,2022-08-17 00:00:00+05:30,2022-04-22 00:00:00+05:30,709
710,6965 Manley Avenue,Montgomery,Alabama,3344729894,t,2023-02-16 00:00:00+05:30,2022-03-20 00:00:00+05:30,710
711,942 Sauthoff Road,Birmingham,Alabama,2055275309,t,2022-10-25 00:00:00+05:30,2022-05-21 00:00:00+05:30,711
712,230 Dakota Center,Montgomery,Alabama,3349517034,t,2022-03-26 00:00:00+05:30,2022-08-23 00:00:00+05:30,712
713,02 Eagan Junction,Huntsville,Alabama,2562044261,t,2023-01-05 00:00:00+05:30,2022-05-31 00:00:00+05:30,713
714,0899 Moland Parkway,Huntsville,Alabama,2566052779,t,2023-02-17 00:00:00+05:30,2022-12-07 00:00:00+05:30,714
715,011 Northview Hill,Birmingham,Alabama,2053645722,t,2022-12-05 00:00:00+05:30,2022-03-19 00:00:00+05:30,715
716,5456 Fordem Hill,Mobile,Alabama,2515256616,f,2022-09-01 00:00:00+05:30,2022-12-09 00:00:00+05:30,716
717,95015 Anzinger Avenue,Anniston,Alabama,2567427643,t,2022-08-02 00:00:00+05:30,2022-03-26 00:00:00+05:30,717
718,163 Prairie Rose Park,Mobile,Alabama,2519092204,t,2022-07-29 00:00:00+05:30,2022-11-17 00:00:00+05:30,718
719,84589 Cherokee Pass,Birmingham,Alabama,2052093167,t,2022-09-23 00:00:00+05:30,2022-09-15 00:00:00+05:30,719
720,4731 Oneill Crossing,Huntsville,Alabama,2569142920,t,2022-06-02 00:00:00+05:30,2022-08-12 00:00:00+05:30,720
721,7 Steensland Court,Birmingham,Alabama,2059179540,f,2022-10-13 00:00:00+05:30,2022-08-25 00:00:00+05:30,721
722,1144 Graedel Terrace,Mobile,Alabama,2515500158,f,2022-07-25 00:00:00+05:30,2023-02-13 00:00:00+05:30,722
723,2 Oxford Circle,Mobile,Alabama,2513594394,t,2023-02-02 00:00:00+05:30,2023-02-23 00:00:00+05:30,723
724,05499 Little Fleur Park,Mobile,Alabama,2518267439,f,2022-06-28 00:00:00+05:30,2022-06-12 00:00:00+05:30,724
725,07 Bartillon Avenue,Mobile,Alabama,2518131230,t,2022-03-14 00:00:00+05:30,2022-12-05 00:00:00+05:30,725
726,51 Fulton Pass,Montgomery,Alabama,3343481391,t,2022-03-31 00:00:00+05:30,2022-04-04 00:00:00+05:30,726
727,4011 Merrick Point,Birmingham,Alabama,2055998302,f,2022-04-07 00:00:00+05:30,2022-08-09 00:00:00+05:30,727
728,1 Magdeline Pass,Anniston,Alabama,2568091201,t,2022-12-02 00:00:00+05:30,2022-06-19 00:00:00+05:30,728
729,83 Spohn Street,Huntsville,Alabama,2564080111,f,2022-04-09 00:00:00+05:30,2022-12-16 00:00:00+05:30,729
730,0 Huxley Terrace,Birmingham,Alabama,2056516358,t,2023-02-13 00:00:00+05:30,2023-02-25 00:00:00+05:30,730
731,1 Toban Crossing,Birmingham,Alabama,2053441327,t,2022-06-17 00:00:00+05:30,2022-08-04 00:00:00+05:30,731
732,3 Kingsford Place,Montgomery,Alabama,3345028917,t,2022-10-08 00:00:00+05:30,2022-05-30 00:00:00+05:30,732
733,293 Elgar Road,Montgomery,Alabama,3342869050,t,2023-01-26 00:00:00+05:30,2022-03-27 00:00:00+05:30,733
734,4 Carey Center,Montgomery,Alabama,3346726420,t,2023-03-04 00:00:00+05:30,2022-04-02 00:00:00+05:30,734
735,30 East Court,Birmingham,Alabama,2057965958,f,2023-01-31 00:00:00+05:30,2022-03-31 00:00:00+05:30,735
736,3 Golf View Crossing,Anniston,Alabama,2563987409,t,2022-04-16 00:00:00+05:30,2023-02-06 00:00:00+05:30,736
737,19 Elmside Avenue,Birmingham,Alabama,2053380099,f,2022-12-10 00:00:00+05:30,2022-11-26 00:00:00+05:30,737
738,731 Manitowish Street,Tuscaloosa,Alabama,2054485928,t,2022-07-08 00:00:00+05:30,2022-07-23 00:00:00+05:30,738
739,33721 Rowland Hill,Tuscaloosa,Alabama,2059361769,t,2022-04-25 00:00:00+05:30,2023-02-01 00:00:00+05:30,739
740,6951 Carpenter Avenue,Birmingham,Alabama,2057680241,f,2022-12-03 00:00:00+05:30,2023-01-31 00:00:00+05:30,740
741,2171 Village Green Trail,Birmingham,Alabama,2057200552,f,2022-10-28 00:00:00+05:30,2022-05-20 00:00:00+05:30,741
742,1 Hanover Circle,Tuscaloosa,Alabama,2053938212,f,2022-08-19 00:00:00+05:30,2022-09-02 00:00:00+05:30,742
743,70 Oak Parkway,Birmingham,Alabama,2057382752,f,2022-09-06 00:00:00+05:30,2022-09-04 00:00:00+05:30,743
744,30 Shoshone Point,Birmingham,Alabama,2058479265,f,2022-08-23 00:00:00+05:30,2022-08-28 00:00:00+05:30,744
745,44 Milwaukee Place,Montgomery,Alabama,3341405032,t,2022-11-18 00:00:00+05:30,2022-05-26 00:00:00+05:30,745
746,97 Walton Terrace,Mobile,Alabama,2515739183,t,2023-01-22 00:00:00+05:30,2022-12-17 00:00:00+05:30,746
747,87176 Evergreen Hill,Montgomery,Alabama,3345966776,f,2022-04-21 00:00:00+05:30,2022-12-15 00:00:00+05:30,747
748,9 David Hill,Birmingham,Alabama,2052420196,f,2023-03-02 00:00:00+05:30,2022-12-21 00:00:00+05:30,748
749,865 Nancy Parkway,Mobile,Alabama,2515410238,t,2022-08-16 00:00:00+05:30,2022-05-19 00:00:00+05:30,749
750,95 Bluejay Pass,Mobile,Alabama,2511991698,f,2023-01-16 00:00:00+05:30,2023-02-08 00:00:00+05:30,750
751,5 Nobel Crossing,Mobile,Alabama,2517698654,t,2022-05-16 00:00:00+05:30,2022-09-18 00:00:00+05:30,751
752,081 Warrior Pass,Huntsville,Alabama,2564254242,t,2022-06-26 00:00:00+05:30,2022-10-12 00:00:00+05:30,752
753,66847 Waubesa Way,Birmingham,Alabama,2059616954,f,2022-09-13 00:00:00+05:30,2022-12-18 00:00:00+05:30,753
754,501 Pennsylvania Circle,Gadsden,Alabama,2564187701,f,2022-05-16 00:00:00+05:30,2022-10-17 00:00:00+05:30,754
755,49828 Service Circle,Birmingham,Alabama,2051093123,t,2022-07-14 00:00:00+05:30,2022-04-07 00:00:00+05:30,755
756,6130 Myrtle Pass,Birmingham,Alabama,2058935582,f,2023-02-01 00:00:00+05:30,2022-09-08 00:00:00+05:30,756
757,09 Heffernan Plaza,Mobile,Alabama,2516816660,t,2023-02-25 00:00:00+05:30,2022-04-16 00:00:00+05:30,757
758,46 Manley Court,Birmingham,Alabama,2056187224,f,2022-04-30 00:00:00+05:30,2022-10-07 00:00:00+05:30,758
759,1908 Beilfuss Place,Mobile,Alabama,2513899249,t,2022-10-19 00:00:00+05:30,2022-04-04 00:00:00+05:30,759
760,6415 Fairview Street,Huntsville,Alabama,2566507407,t,2022-07-12 00:00:00+05:30,2023-01-24 00:00:00+05:30,760
761,81 Karstens Avenue,Mobile,Alabama,2513283804,f,2022-08-23 00:00:00+05:30,2022-10-03 00:00:00+05:30,761
762,00258 Old Shore Alley,Huntsville,Alabama,2567525931,t,2022-06-28 00:00:00+05:30,2022-11-18 00:00:00+05:30,762
763,2267 Calypso Avenue,Huntsville,Alabama,2562391616,f,2022-12-25 00:00:00+05:30,2022-07-21 00:00:00+05:30,763
764,596 Pleasure Alley,Birmingham,Alabama,2058420346,t,2023-03-06 00:00:00+05:30,2022-11-22 00:00:00+05:30,764
765,52927 Marquette Court,Mobile,Alabama,2515036409,t,2023-01-28 00:00:00+05:30,2022-08-11 00:00:00+05:30,765
766,505 Talisman Parkway,Montgomery,Alabama,3341630598,f,2023-02-09 00:00:00+05:30,2022-08-17 00:00:00+05:30,766
767,76246 Bultman Way,Montgomery,Alabama,3347992359,t,2022-08-27 00:00:00+05:30,2022-05-12 00:00:00+05:30,767
768,62 Hoepker Point,Birmingham,Alabama,2051999391,t,2022-05-23 00:00:00+05:30,2022-11-30 00:00:00+05:30,768
769,0919 Mendota Terrace,Birmingham,Alabama,2054105345,f,2022-10-29 00:00:00+05:30,2022-04-17 00:00:00+05:30,769
770,1567 Hazelcrest Plaza,Birmingham,Alabama,2052474320,t,2022-06-22 00:00:00+05:30,2022-03-29 00:00:00+05:30,770
771,41 Sloan Court,Mobile,Alabama,2515282034,t,2022-07-05 00:00:00+05:30,2022-12-09 00:00:00+05:30,771
772,07970 Birchwood Terrace,Huntsville,Alabama,2569724426,t,2022-04-25 00:00:00+05:30,2023-01-06 00:00:00+05:30,772
773,31831 Nobel Court,Huntsville,Alabama,2561215084,f,2022-04-15 00:00:00+05:30,2022-10-30 00:00:00+05:30,773
774,49 Sunnyside Alley,Montgomery,Alabama,3349513755,f,2022-12-25 00:00:00+05:30,2022-06-28 00:00:00+05:30,774
775,379 Comanche Center,Birmingham,Alabama,2055197305,t,2023-03-05 00:00:00+05:30,2022-12-30 00:00:00+05:30,775
776,89789 Prairieview Street,Birmingham,Alabama,2058134745,t,2022-08-02 00:00:00+05:30,2022-10-26 00:00:00+05:30,776
777,69023 Lien Point,Birmingham,Alabama,2056079723,t,2022-09-07 00:00:00+05:30,2022-04-09 00:00:00+05:30,777
778,942 Jenifer Road,Gadsden,Alabama,2568445081,t,2022-07-31 00:00:00+05:30,2022-10-04 00:00:00+05:30,778
779,07 Caliangt Way,Birmingham,Alabama,2059567701,t,2022-11-13 00:00:00+05:30,2023-01-08 00:00:00+05:30,779
780,1170 Kings Place,Montgomery,Alabama,3342819757,t,2022-08-12 00:00:00+05:30,2022-11-28 00:00:00+05:30,780
781,65 Brown Trail,Birmingham,Alabama,2056351276,t,2022-04-12 00:00:00+05:30,2022-09-16 00:00:00+05:30,781
782,68 Columbus Lane,Birmingham,Alabama,2055878697,t,2023-03-08 00:00:00+05:30,2022-12-15 00:00:00+05:30,782
783,3 Acker Hill,Birmingham,Alabama,2051683886,f,2022-06-27 00:00:00+05:30,2022-11-02 00:00:00+05:30,783
784,58 Marquette Drive,Birmingham,Alabama,2055233321,f,2022-10-03 00:00:00+05:30,2023-01-24 00:00:00+05:30,784
785,98 Northview Center,Birmingham,Alabama,2058978575,t,2023-03-02 00:00:00+05:30,2022-10-29 00:00:00+05:30,785
786,27039 Summer Ridge Parkway,Mobile,Alabama,2517593850,t,2022-09-08 00:00:00+05:30,2023-03-01 00:00:00+05:30,786
787,74618 Duke Court,Birmingham,Alabama,2054034401,f,2022-06-30 00:00:00+05:30,2022-05-12 00:00:00+05:30,787
788,04995 Saint Paul Trail,Montgomery,Alabama,3345867004,t,2022-03-16 00:00:00+05:30,2022-11-07 00:00:00+05:30,788
789,1919 Blackbird Center,Birmingham,Alabama,2053439252,f,2022-07-03 00:00:00+05:30,2023-01-26 00:00:00+05:30,789
790,7 Elka Drive,Mobile,Alabama,2519215299,f,2022-12-29 00:00:00+05:30,2022-08-28 00:00:00+05:30,790
791,86 Union Road,Mobile,Alabama,2519969763,t,2022-06-28 00:00:00+05:30,2022-06-22 00:00:00+05:30,791
792,25 Pearson Avenue,Huntsville,Alabama,2567260521,f,2022-08-19 00:00:00+05:30,2022-11-11 00:00:00+05:30,792
793,1 Hallows Crossing,Birmingham,Alabama,2053813563,f,2022-06-12 00:00:00+05:30,2022-10-27 00:00:00+05:30,793
794,3 Toban Crossing,Montgomery,Alabama,3341407923,f,2022-12-27 00:00:00+05:30,2022-09-21 00:00:00+05:30,794
795,40 Karstens Point,Birmingham,Alabama,2059338042,t,2022-09-19 00:00:00+05:30,2022-05-02 00:00:00+05:30,795
796,38487 Forster Street,Birmingham,Alabama,2052052740,f,2022-03-28 00:00:00+05:30,2022-03-09 00:00:00+05:30,796
797,2 Blaine Alley,Huntsville,Alabama,2569087663,f,2022-09-02 00:00:00+05:30,2022-05-22 00:00:00+05:30,797
798,1148 Quincy Avenue,Birmingham,Alabama,2054600618,f,2022-12-12 00:00:00+05:30,2022-05-18 00:00:00+05:30,798
799,984 Acker Park,Huntsville,Alabama,2564909283,f,2023-01-20 00:00:00+05:30,2023-03-03 00:00:00+05:30,799
800,119 Jay Crossing,Montgomery,Alabama,3344881398,t,2022-10-07 00:00:00+05:30,2022-10-08 00:00:00+05:30,800
801,7369 Mitchell Trail,Birmingham,Alabama,2056481644,t,2022-06-13 00:00:00+05:30,2022-06-23 00:00:00+05:30,801
802,147 Raven Road,Gadsden,Alabama,2568846060,f,2022-07-18 00:00:00+05:30,2023-01-25 00:00:00+05:30,802
803,87559 Independence Street,Montgomery,Alabama,3348246432,f,2022-12-06 00:00:00+05:30,2023-03-08 00:00:00+05:30,803
804,72609 Oriole Place,Birmingham,Alabama,2058417477,f,2023-02-02 00:00:00+05:30,2023-01-28 00:00:00+05:30,804
805,0949 Grayhawk Alley,Birmingham,Alabama,2051968067,t,2022-11-10 00:00:00+05:30,2022-10-10 00:00:00+05:30,805
806,9243 Crownhardt Way,Birmingham,Alabama,2051885303,t,2022-08-15 00:00:00+05:30,2022-10-02 00:00:00+05:30,806
807,06 Red Cloud Parkway,Huntsville,Alabama,2564147838,t,2022-08-17 00:00:00+05:30,2022-04-14 00:00:00+05:30,807
808,05982 Nevada Court,Birmingham,Alabama,2059138406,f,2022-05-20 00:00:00+05:30,2022-07-19 00:00:00+05:30,808
809,882 Village Alley,Birmingham,Alabama,2055564689,f,2022-09-15 00:00:00+05:30,2023-01-13 00:00:00+05:30,809
810,9 Dawn Lane,Montgomery,Alabama,3349102812,f,2022-08-24 00:00:00+05:30,2022-09-06 00:00:00+05:30,810
811,5 Harbort Way,Tuscaloosa,Alabama,2054890216,t,2022-10-17 00:00:00+05:30,2022-04-23 00:00:00+05:30,811
812,24 Maple Point,Tuscaloosa,Alabama,2053742023,f,2022-12-28 00:00:00+05:30,2022-12-09 00:00:00+05:30,812
813,06502 La Follette Hill,Birmingham,Alabama,3346101853,f,2022-06-17 00:00:00+05:30,2023-02-11 00:00:00+05:30,813
814,213 Bellgrove Circle,Huntsville,Alabama,2566706055,t,2022-09-19 00:00:00+05:30,2022-11-07 00:00:00+05:30,814
815,53 Northfield Trail,Mobile,Alabama,2515539285,t,2022-05-30 00:00:00+05:30,2023-02-06 00:00:00+05:30,815
816,9 Dexter Junction,Birmingham,Alabama,2054652421,t,2022-09-02 00:00:00+05:30,2022-10-21 00:00:00+05:30,816
817,14080 Artisan Circle,Birmingham,Alabama,2053139536,f,2022-12-26 00:00:00+05:30,2022-06-23 00:00:00+05:30,817
818,1 Northland Court,Birmingham,Alabama,2058975428,f,2022-10-31 00:00:00+05:30,2023-03-06 00:00:00+05:30,818
819,57 Sunbrook Park,Montgomery,Alabama,3349096846,t,2022-04-07 00:00:00+05:30,2022-10-20 00:00:00+05:30,819
820,493 Esker Avenue,Huntsville,Alabama,2563709162,f,2022-10-25 00:00:00+05:30,2022-03-14 00:00:00+05:30,820
821,12 Heath Junction,Birmingham,Alabama,2059484489,t,2022-08-08 00:00:00+05:30,2022-12-11 00:00:00+05:30,821
822,6 Mandrake Alley,Montgomery,Alabama,3349667720,t,2022-10-07 00:00:00+05:30,2022-08-11 00:00:00+05:30,822
823,7 Algoma Drive,Birmingham,Alabama,2059476861,t,2022-09-21 00:00:00+05:30,2022-07-21 00:00:00+05:30,823
824,4 Ryan Court,Birmingham,Alabama,2051282557,t,2022-11-23 00:00:00+05:30,2022-12-27 00:00:00+05:30,824
825,24 Ilene Trail,Montgomery,Alabama,3342536933,f,2022-10-15 00:00:00+05:30,2023-01-14 00:00:00+05:30,825
826,86 Heath Center,Anniston,Alabama,2567353771,f,2022-03-18 00:00:00+05:30,2022-09-13 00:00:00+05:30,826
827,9605 Swallow Court,Birmingham,Alabama,2058715739,t,2023-01-24 00:00:00+05:30,2023-02-08 00:00:00+05:30,827
828,00 Shelley Circle,Birmingham,Alabama,2054802608,f,2022-07-31 00:00:00+05:30,2022-08-21 00:00:00+05:30,828
829,84884 Morrow Terrace,Montgomery,Alabama,3345926749,t,2022-05-29 00:00:00+05:30,2022-12-14 00:00:00+05:30,829
830,9 Glacier Hill Alley,Birmingham,Alabama,2052636426,f,2022-10-10 00:00:00+05:30,2022-07-29 00:00:00+05:30,830
831,5 Arrowood Drive,Mobile,Alabama,2511930807,t,2022-12-08 00:00:00+05:30,2022-03-31 00:00:00+05:30,831
832,63206 Merry Point,Birmingham,Alabama,2054472807,f,2022-09-20 00:00:00+05:30,2022-08-07 00:00:00+05:30,832
833,84 Delaware Pass,Gadsden,Alabama,2567879586,t,2022-11-10 00:00:00+05:30,2022-09-16 00:00:00+05:30,833
834,929 Annamark Road,Birmingham,Alabama,2052117533,f,2023-02-23 00:00:00+05:30,2022-04-13 00:00:00+05:30,834
835,617 Stephen Point,Birmingham,Alabama,2052259369,f,2022-08-12 00:00:00+05:30,2022-04-14 00:00:00+05:30,835
836,8 Derek Lane,Montgomery,Alabama,3344067966,t,2023-01-14 00:00:00+05:30,2023-01-11 00:00:00+05:30,836
837,51966 Village Green Hill,Birmingham,Alabama,2052932194,t,2022-10-03 00:00:00+05:30,2022-10-17 00:00:00+05:30,837
838,442 Thackeray Terrace,Huntsville,Alabama,2566651228,t,2023-02-15 00:00:00+05:30,2022-11-16 00:00:00+05:30,838
839,5508 Meadow Ridge Pass,Mobile,Alabama,2516056806,f,2023-01-03 00:00:00+05:30,2023-01-13 00:00:00+05:30,839
840,87631 Dawn Alley,Huntsville,Alabama,2569145702,t,2022-06-11 00:00:00+05:30,2022-10-10 00:00:00+05:30,840
