id,transaction_id,utr_number,amount,payment_type,payment_date,updated_at,student_id,subscription_id
560,"",GL06 6400 4332 1335 55,512.00,DebitCard,2022-03-30 00:00:00+05:30,2022-07-10 00:00:00+05:30,504,5
561,"",FR59 9752 9410 02ML DCSC DYFD Q99,702.00,UPI,2022-06-17 00:00:00+05:30,2022-09-07 00:00:00+05:30,52,1
562,"",HU06 8602 1975 3142 7843 1078 3591,10.00,OnlineBanking,2022-09-05 00:00:00+05:30,2022-06-17 00:00:00+05:30,191,3
563,"",FI53 2782 2345 1941 17,640.00,UPI,2022-10-12 00:00:00+05:30,2022-11-02 00:00:00+05:30,310,2
564,"",ES61 7067 0185 0015 2705 4557,683.00,UPI,2022-06-14 00:00:00+05:30,2022-09-18 00:00:00+05:30,586,4
565,"",AE47 3980 4745 8142 4618 140,473.00,OnlineBanking,2022-10-27 00:00:00+05:30,2022-06-15 00:00:00+05:30,797,4
566,"",CY19 1935 7756 3CYT CK7B MCOQ PRSO,76.00,OnlineBanking,2022-05-05 00:00:00+05:30,2023-02-01 00:00:00+05:30,456,4
567,"",BG19 XDND 7098 17CR BN3U LY,34.00,OnlineBanking,2023-01-19 00:00:00+05:30,2022-12-25 00:00:00+05:30,77,3
568,"",SM88 V972 5186 556P KONC JNNM AIC,547.00,OnlineBanking,2022-04-14 00:00:00+05:30,2022-11-17 00:00:00+05:30,620,4
569,"",LT52 1714 7374 5353 1016,879.00,CreditCard,2023-02-04 00:00:00+05:30,2022-07-06 00:00:00+05:30,490,2
570,"",BR16 3204 7655 5150 0561 1677 890H Y,30.00,UPI,2023-01-23 00:00:00+05:30,2022-11-15 00:00:00+05:30,975,4
571,"",MU90 AJRQ 3786 5388 8424 8486 585K DX,621.00,OnlineBanking,2022-04-20 00:00:00+05:30,2022-11-21 00:00:00+05:30,44,4
572,"",GL73 9867 6550 6675 22,294.00,OnlineBanking,2022-12-31 00:00:00+05:30,2022-06-12 00:00:00+05:30,46,5
573,"",FR33 8630 4695 69F8 WK1V 4RWB S30,50.00,CreditCard,2022-04-11 00:00:00+05:30,2022-09-11 00:00:00+05:30,650,3
574,"",MT28 XPJU 2192 8SQD XIB1 K759 BWER LS3,560.00,OnlineBanking,2022-05-15 00:00:00+05:30,2023-03-02 00:00:00+05:30,902,5
575,"",GT88 PSAG 4SYS IJVP 7SQJ P4HM 74DP,116.00,CreditCard,2022-08-08 00:00:00+05:30,2022-06-01 00:00:00+05:30,374,2
576,"",MC32 9114 4405 01CI GGMV 60ZG S74,729.00,UPI,2022-04-29 00:00:00+05:30,2022-05-03 00:00:00+05:30,934,4
577,"",FR72 4915 1234 36NC 2WHZ UJ5B Z72,78.00,OnlineBanking,2022-05-17 00:00:00+05:30,2022-05-01 00:00:00+05:30,648,4
578,"",RS76 0268 9448 5027 3844 11,732.00,OnlineBanking,2022-11-30 00:00:00+05:30,2022-08-08 00:00:00+05:30,382,3
579,"",DK61 5163 7794 8852 65,207.00,UPI,2022-03-29 00:00:00+05:30,2022-12-04 00:00:00+05:30,435,1
580,"",LB10 9315 7KS1 URSS 0BJX KKJA Z3IL,64.00,OnlineBanking,2022-06-07 00:00:00+05:30,2022-04-27 00:00:00+05:30,117,4
581,"",RS83 7628 2721 1947 4140 69,637.00,OnlineBanking,2022-10-17 00:00:00+05:30,2022-06-25 00:00:00+05:30,513,4
582,"",MR38 4467 9592 4368 6980 1120 696,987.00,UPI,2022-07-29 00:00:00+05:30,2022-05-26 00:00:00+05:30,729,1
583,"",ES21 1845 6195 7394 7845 2569,182.00,DebitCard,2022-07-23 00:00:00+05:30,2022-03-29 00:00:00+05:30,562,4
584,"",FR95 7063 1975 97GG YTHS 6TCG V33,628.00,DebitCard,2022-05-03 00:00:00+05:30,2023-02-01 00:00:00+05:30,418,2
585,"",LB44 6566 U3XH YXNB 3DZI JVDU DBIX,57.00,OnlineBanking,2022-10-18 00:00:00+05:30,2022-11-26 00:00:00+05:30,579,2
586,"",DE27 9131 2552 6022 8267 49,841.00,OnlineBanking,2022-07-29 00:00:00+05:30,2022-10-16 00:00:00+05:30,103,5
587,"",FR87 0101 5173 25XB KNDI NORB T57,585.00,DebitCard,2022-12-31 00:00:00+05:30,2022-07-23 00:00:00+05:30,146,4
588,"",BA54 0053 1767 9037 4257,548.00,OnlineBanking,2023-01-13 00:00:00+05:30,2023-02-08 00:00:00+05:30,892,1
589,"",BG39 CWZY 2692 557H 1DTN XM,688.00,UPI,2022-10-06 00:00:00+05:30,2022-09-04 00:00:00+05:30,916,5
590,"",IS06 9954 6791 5644 2262 3631 78,111.00,OnlineBanking,2023-02-02 00:00:00+05:30,2023-02-11 00:00:00+05:30,333,4
591,"",FR27 9220 7790 91HM AX5J XQMZ B99,357.00,UPI,2023-01-20 00:00:00+05:30,2022-09-26 00:00:00+05:30,851,4
592,"",RS77 7326 9301 2486 3968 20,689.00,OnlineBanking,2022-12-05 00:00:00+05:30,2022-03-31 00:00:00+05:30,996,5
593,"",MU46 VWCL 7220 3463 0470 2313 374M GO,899.00,DebitCard,2022-05-20 00:00:00+05:30,2022-09-18 00:00:00+05:30,195,5
594,"",FR80 5145 5588 63OC NIJN ZOKP I93,870.00,OnlineBanking,2022-06-17 00:00:00+05:30,2022-05-24 00:00:00+05:30,832,1
595,"",MK66 769S TSNU SDFA C76,745.00,DebitCard,2022-08-24 00:00:00+05:30,2022-06-04 00:00:00+05:30,651,2
596,"",FR11 3360 5587 83KN QEFW VZPN 433,858.00,DebitCard,2022-07-01 00:00:00+05:30,2023-02-14 00:00:00+05:30,484,5
597,"",AZ22 TRAF 3EZW DMGN R0Q1 HYIC 9URC,59.00,OnlineBanking,2022-11-11 00:00:00+05:30,2022-05-07 00:00:00+05:30,262,4
598,"",GR24 1894 394N 5RCH 1FZE DP5A MBS,500.00,OnlineBanking,2022-08-22 00:00:00+05:30,2022-05-15 00:00:00+05:30,223,3
599,"",CH70 9788 1PZG BZNL CCB9 O,149.00,OnlineBanking,2023-03-06 00:00:00+05:30,2022-11-23 00:00:00+05:30,758,4
600,"",ME81 4385 4977 5483 1336 02,855.00,CreditCard,2022-12-14 00:00:00+05:30,2022-11-21 00:00:00+05:30,790,3
601,"",FR85 4475 1913 54FY JXCA MGKR X54,230.00,UPI,2022-10-05 00:00:00+05:30,2022-05-24 00:00:00+05:30,169,5
602,"",FR27 4825 4080 59G5 FIMO 4SG7 J78,578.00,UPI,2022-05-31 00:00:00+05:30,2022-11-16 00:00:00+05:30,249,2
603,"",HU63 5081 3710 7004 7461 7918 8820,483.00,DebitCard,2023-03-04 00:00:00+05:30,2022-07-20 00:00:00+05:30,217,2
604,"",TR47 2884 87JX FVNH Y4JN VWKE RZ,76.00,OnlineBanking,2022-09-28 00:00:00+05:30,2022-08-30 00:00:00+05:30,71,1
605,"",HU95 5486 5788 2141 2144 6559 0170,520.00,UPI,2022-10-16 00:00:00+05:30,2022-04-02 00:00:00+05:30,895,4
606,"",HU55 2971 6035 7271 9722 9105 9647,225.00,DebitCard,2022-04-21 00:00:00+05:30,2022-07-21 00:00:00+05:30,470,4
607,"",GI54 VSXD KFIF QIER 7VHQ OVX,674.00,OnlineBanking,2023-01-23 00:00:00+05:30,2022-04-16 00:00:00+05:30,495,2
608,"",HU18 5801 1107 8637 9950 6565 7036,485.00,OnlineBanking,2022-04-11 00:00:00+05:30,2023-01-22 00:00:00+05:30,865,2
609,"",SA42 44VL RUNL KOB2 NTMG 1GE5,552.00,CreditCard,2022-11-24 00:00:00+05:30,2022-12-11 00:00:00+05:30,868,5
610,"",CZ38 9000 3143 3530 0135 0647,240.00,OnlineBanking,2022-03-20 00:00:00+05:30,2022-07-29 00:00:00+05:30,913,3
611,"",FI56 5514 5041 6436 08,749.00,UPI,2023-02-06 00:00:00+05:30,2022-03-22 00:00:00+05:30,893,1
612,"",GL06 9012 1846 1989 83,416.00,CreditCard,2023-02-10 00:00:00+05:30,2023-01-03 00:00:00+05:30,948,1
613,"",LV82 KPZS 3OQI QGYJ MO71 7,35.00,OnlineBanking,2022-05-26 00:00:00+05:30,2022-05-09 00:00:00+05:30,705,3
614,"",FR07 4418 8648 06O8 KN5L FCFR H50,691.00,OnlineBanking,2022-05-11 00:00:00+05:30,2022-10-12 00:00:00+05:30,874,1
615,"",PT98 6000 4792 0018 6048 6884 1,612.00,OnlineBanking,2022-04-23 00:00:00+05:30,2022-05-04 00:00:00+05:30,65,1
616,"",MU56 VLTD 8673 9161 8163 2025 009X FE,496.00,DebitCard,2022-06-14 00:00:00+05:30,2022-12-08 00:00:00+05:30,670,1
617,"",FO43 2660 1122 6876 11,179.00,CreditCard,2022-04-04 00:00:00+05:30,2022-09-24 00:00:00+05:30,506,2
618,"",NO41 4323 6585 593,367.00,CreditCard,2022-06-11 00:00:00+05:30,2022-05-13 00:00:00+05:30,229,4
619,"",IE34 EHHE 0668 8431 1436 72,601.00,DebitCard,2022-10-23 00:00:00+05:30,2022-03-25 00:00:00+05:30,264,5
620,"",MC79 0785 3311 23E7 VLW5 SGED X67,973.00,CreditCard,2023-02-13 00:00:00+05:30,2022-09-16 00:00:00+05:30,826,3
621,"",RS40 8427 9122 9500 9679 91,359.00,CreditCard,2022-12-26 00:00:00+05:30,2023-02-11 00:00:00+05:30,846,4
622,"",FR71 3343 1539 55ZG HSQB HFRM 799,426.00,OnlineBanking,2022-11-17 00:00:00+05:30,2022-08-29 00:00:00+05:30,396,1
623,"",MU98 BOWX 2463 9375 3673 3379 969K OR,92.00,OnlineBanking,2022-05-23 00:00:00+05:30,2022-06-19 00:00:00+05:30,578,1
624,"",PT11 7938 3874 4982 8750 2692 9,990.00,OnlineBanking,2023-01-21 00:00:00+05:30,2022-09-04 00:00:00+05:30,976,2
625,"",LU26 687I PEVM 2UV8 WRO0,805.00,OnlineBanking,2022-09-04 00:00:00+05:30,2022-05-29 00:00:00+05:30,725,5
626,"",FR07 5770 3928 87J3 5US3 H0SW W43,612.00,DebitCard,2022-08-04 00:00:00+05:30,2022-05-19 00:00:00+05:30,121,5
627,"",TR93 3337 13EQ VNJX JWCN HRON KM,123.00,DebitCard,2022-04-24 00:00:00+05:30,2022-12-03 00:00:00+05:30,620,4
628,"",AL20 9868 3357 ZTF1 WWEZ YXSM PEGI,723.00,OnlineBanking,2022-07-13 00:00:00+05:30,2022-09-08 00:00:00+05:30,325,1
629,"",FR45 4755 1865 48RK FPVL MUUC A39,475.00,OnlineBanking,2022-08-09 00:00:00+05:30,2022-11-12 00:00:00+05:30,712,5
630,"",LV98 RPTA ZQON ANMD L2QR E,811.00,UPI,2023-01-29 00:00:00+05:30,2022-04-16 00:00:00+05:30,671,1
631,"",LB89 5353 5JBG 5785 TLLV 5HOZ 1WAY,355.00,DebitCard,2022-05-14 00:00:00+05:30,2022-12-08 00:00:00+05:30,25,3
632,"",FR36 0833 8319 85N4 EXEZ MRUX Z78,538.00,OnlineBanking,2022-10-24 00:00:00+05:30,2023-01-07 00:00:00+05:30,543,4
633,"",BA74 7600 0792 5937 2112,684.00,UPI,2022-03-31 00:00:00+05:30,2022-09-02 00:00:00+05:30,78,1
634,"",HR56 2035 4797 9668 1279 9,827.00,OnlineBanking,2022-11-09 00:00:00+05:30,2022-10-12 00:00:00+05:30,354,4
635,"",AD09 6578 9476 IEST 0KUK TY2M,978.00,OnlineBanking,2023-03-07 00:00:00+05:30,2022-10-19 00:00:00+05:30,599,3
636,"",GI16 PHJS DYQU 3NID DGBC IGU,354.00,OnlineBanking,2022-03-23 00:00:00+05:30,2022-07-07 00:00:00+05:30,528,5
637,"",SE50 2828 9908 8080 5184 4786,744.00,OnlineBanking,2022-07-20 00:00:00+05:30,2022-12-26 00:00:00+05:30,413,3
638,"",MC85 3037 9516 40C9 F4L9 2IUV K84,189.00,OnlineBanking,2022-05-10 00:00:00+05:30,2022-10-08 00:00:00+05:30,842,2
639,"",FR72 3244 5275 5777 BKRT O2UZ F09,597.00,OnlineBanking,2022-04-09 00:00:00+05:30,2022-10-21 00:00:00+05:30,219,3
640,"",BG97 TOUD 6384 84DS HBAP WU,148.00,OnlineBanking,2022-08-22 00:00:00+05:30,2022-04-05 00:00:00+05:30,406,1
641,"",BG47 PAVN 8749 86SY DVLM AO,569.00,OnlineBanking,2022-07-13 00:00:00+05:30,2022-06-05 00:00:00+05:30,243,2
642,"",BG33 EHWG 2987 79SB KATF MY,49.00,OnlineBanking,2022-12-26 00:00:00+05:30,2022-11-12 00:00:00+05:30,254,2
643,"",VG13 GWRE 6594 6757 7121 1459,819.00,OnlineBanking,2022-06-01 00:00:00+05:30,2022-06-10 00:00:00+05:30,633,1
644,"",MU27 DEDB 0182 9684 9227 1481 044Y VN,311.00,OnlineBanking,2022-04-01 00:00:00+05:30,2022-08-20 00:00:00+05:30,501,1
645,"",FR70 5668 1604 564J TL1X YP8U G10,375.00,DebitCard,2022-05-27 00:00:00+05:30,2022-07-31 00:00:00+05:30,440,3
646,"",IE86 LFQU 0679 8757 4765 88,628.00,UPI,2022-05-04 00:00:00+05:30,2022-06-29 00:00:00+05:30,750,3
647,"",PS35 BOGZ BRRM 0U0Q FHVC 73IP D02Y P,379.00,CreditCard,2022-03-27 00:00:00+05:30,2022-05-17 00:00:00+05:30,710,4
648,"",DE66 4979 3514 8562 1641 82,178.00,DebitCard,2022-10-31 00:00:00+05:30,2022-09-16 00:00:00+05:30,986,4
649,"",PT41 7862 6204 1581 3891 0465 3,320.00,OnlineBanking,2023-02-18 00:00:00+05:30,2022-04-15 00:00:00+05:30,847,5
650,"",IL24 2980 3729 5859 0721 169,162.00,OnlineBanking,2022-04-07 00:00:00+05:30,2023-02-24 00:00:00+05:30,869,3
651,"",AT09 6707 0649 0502 5425,702.00,UPI,2022-10-09 00:00:00+05:30,2022-12-05 00:00:00+05:30,396,5
652,"",GL23 0645 3553 6472 52,114.00,OnlineBanking,2022-04-19 00:00:00+05:30,2023-01-21 00:00:00+05:30,327,4
653,"",FR22 9145 3494 65JB 4NRP G2ZL 213,141.00,DebitCard,2022-12-30 00:00:00+05:30,2023-01-07 00:00:00+05:30,260,2
654,"",FR63 2206 1803 04GR F4VW XWI9 R55,934.00,CreditCard,2022-04-30 00:00:00+05:30,2022-10-10 00:00:00+05:30,275,4
655,"",ES46 6999 6133 7355 7135 1837,262.00,DebitCard,2023-01-14 00:00:00+05:30,2022-12-24 00:00:00+05:30,936,3
656,"",RS58 2152 8137 9294 6788 52,771.00,OnlineBanking,2022-11-18 00:00:00+05:30,2022-06-30 00:00:00+05:30,546,2
657,"",FR20 7101 4450 06K8 PVIG ZHAO J11,793.00,DebitCard,2022-09-29 00:00:00+05:30,2022-05-31 00:00:00+05:30,344,3
658,"",IL57 7950 4866 2792 6879 758,195.00,UPI,2022-09-23 00:00:00+05:30,2023-01-21 00:00:00+05:30,148,2
659,"",RO71 RWJI IXRO MYMS YNXL 4FIG,25.00,UPI,2023-02-28 00:00:00+05:30,2022-03-17 00:00:00+05:30,751,2
660,"",GI81 ZHWY RJJY L6UC BAIH TAZ,20.00,CreditCard,2023-03-06 00:00:00+05:30,2022-06-25 00:00:00+05:30,437,1
661,"",ME57 8513 1391 1923 1867 93,308.00,CreditCard,2022-10-13 00:00:00+05:30,2022-06-22 00:00:00+05:30,518,5
662,"",MK35 922O AT8B 3BTM P28,646.00,OnlineBanking,2022-08-24 00:00:00+05:30,2022-04-18 00:00:00+05:30,141,4
663,"",AZ17 OFJD UN58 LWIB AGWP PCSB RIUI,756.00,DebitCard,2022-06-14 00:00:00+05:30,2022-12-13 00:00:00+05:30,686,5
664,"",NL54 AGPQ 7193 0253 88,209.00,UPI,2023-01-12 00:00:00+05:30,2022-08-22 00:00:00+05:30,899,1
665,"",FR59 2783 9143 81PI PSU5 DUJE 423,694.00,DebitCard,2022-03-18 00:00:00+05:30,2022-10-06 00:00:00+05:30,566,5
666,"",SI79 4309 7726 3449 928,912.00,OnlineBanking,2022-03-24 00:00:00+05:30,2022-05-26 00:00:00+05:30,117,5
667,"",TR28 4084 2RSH EWNA 4XSD TEKI LE,856.00,OnlineBanking,2023-03-03 00:00:00+05:30,2022-04-29 00:00:00+05:30,438,5
668,"",FR10 5634 0874 11X6 PTDN TX6Y J20,836.00,UPI,2023-03-06 00:00:00+05:30,2023-02-13 00:00:00+05:30,12,2
669,"",ME72 5068 5258 0574 2674 58,922.00,DebitCard,2022-06-06 00:00:00+05:30,2022-10-31 00:00:00+05:30,395,4
670,"",SM34 S793 5985 041S 0F59 HWSY HV8,787.00,CreditCard,2022-10-22 00:00:00+05:30,2023-01-22 00:00:00+05:30,288,1
671,"",FR89 5227 5550 86S7 LUZZ JHC1 535,394.00,OnlineBanking,2023-02-03 00:00:00+05:30,2023-02-26 00:00:00+05:30,545,3
672,"",PT64 6909 5742 9369 4154 1209 1,906.00,OnlineBanking,2022-11-11 00:00:00+05:30,2023-01-27 00:00:00+05:30,20,5
673,"",KZ96 122X EP7D GTRH MMOM,982.00,DebitCard,2022-03-25 00:00:00+05:30,2022-07-25 00:00:00+05:30,712,5
674,"",AT39 3772 9461 4515 5668,552.00,OnlineBanking,2022-09-27 00:00:00+05:30,2023-01-21 00:00:00+05:30,840,4
675,"",FR84 1680 8654 80CN JL15 UOLD U27,191.00,OnlineBanking,2022-05-20 00:00:00+05:30,2022-08-14 00:00:00+05:30,626,5
676,"",FI09 2673 4574 1353 14,788.00,OnlineBanking,2022-11-05 00:00:00+05:30,2022-07-13 00:00:00+05:30,553,1
677,"",BE82 1054 5823 4596,877.00,OnlineBanking,2022-10-15 00:00:00+05:30,2023-02-16 00:00:00+05:30,196,3
678,"",CY28 5464 6202 BEPJ O1F3 HOEJ 0YBM,391.00,OnlineBanking,2022-04-07 00:00:00+05:30,2022-10-19 00:00:00+05:30,731,1
679,"",RS53 4565 8157 5747 0005 98,190.00,OnlineBanking,2022-08-12 00:00:00+05:30,2023-03-05 00:00:00+05:30,185,5
680,"",CY07 8126 4181 02ZN 8QLL EXZB HINE,591.00,OnlineBanking,2022-08-16 00:00:00+05:30,2022-04-05 00:00:00+05:30,322,4
681,"",PT13 8300 0217 1658 1767 8876 8,609.00,OnlineBanking,2023-01-30 00:00:00+05:30,2022-08-23 00:00:00+05:30,202,3
682,"",FI58 5547 8231 2323 30,191.00,CreditCard,2022-06-17 00:00:00+05:30,2022-12-24 00:00:00+05:30,898,2
683,"",GE79 QQ01 6884 1566 4954 38,895.00,OnlineBanking,2022-08-18 00:00:00+05:30,2022-05-21 00:00:00+05:30,393,1
684,"",GE57 UK95 7412 3467 3374 27,219.00,UPI,2022-06-04 00:00:00+05:30,2022-12-20 00:00:00+05:30,795,5
685,"",KW33 WLYN FSWQ SSMY QU1T CYZB AJRE CC,12.00,CreditCard,2022-08-13 00:00:00+05:30,2022-12-10 00:00:00+05:30,223,3
686,"",FR04 5395 4350 21LQ CYE3 GDD7 N51,482.00,DebitCard,2022-09-23 00:00:00+05:30,2023-02-08 00:00:00+05:30,919,3
687,"",LI28 5557 9SYZ AFIJ YBJ3 T,526.00,OnlineBanking,2022-11-18 00:00:00+05:30,2022-08-25 00:00:00+05:30,891,1
688,"",DO41 RGJ2 5678 5569 9528 0996 3528,766.00,OnlineBanking,2022-11-14 00:00:00+05:30,2022-10-20 00:00:00+05:30,465,3
689,"",FR78 3506 0010 336B WRLM UAUQ G98,699.00,DebitCard,2022-11-20 00:00:00+05:30,2022-12-28 00:00:00+05:30,540,3
690,"",KW95 UKKU R5BW SURW VDSJ 1MSF BR71 B9,987.00,DebitCard,2022-08-07 00:00:00+05:30,2022-07-25 00:00:00+05:30,710,1
691,"",GB49 VGNZ 4589 3472 9404 95,599.00,OnlineBanking,2022-04-04 00:00:00+05:30,2022-05-26 00:00:00+05:30,266,2
692,"",KZ74 809Z WBXM CRNM X43J,70.00,DebitCard,2023-01-19 00:00:00+05:30,2022-06-20 00:00:00+05:30,685,5
693,"",GT18 LWG3 AGQ5 RVHA XFWW O1IF GWZS,320.00,UPI,2022-04-16 00:00:00+05:30,2022-11-27 00:00:00+05:30,594,3
694,"",FR32 1000 5616 98PZ MOXO TFBT K04,759.00,OnlineBanking,2022-07-05 00:00:00+05:30,2022-08-21 00:00:00+05:30,190,2
695,"",IS03 9149 8622 7543 7509 7429 26,928.00,OnlineBanking,2022-05-17 00:00:00+05:30,2022-09-16 00:00:00+05:30,320,4
696,"",SK97 6092 2756 6948 9957 1749,850.00,DebitCard,2022-06-29 00:00:00+05:30,2022-05-24 00:00:00+05:30,353,4
697,"",CY80 1921 5810 LUZ8 5KOD T2WE F2IV,407.00,OnlineBanking,2022-08-24 00:00:00+05:30,2022-10-30 00:00:00+05:30,968,4
698,"",TR17 4850 5NWF TFH4 Z7QZ FQLU BV,935.00,CreditCard,2023-03-07 00:00:00+05:30,2022-06-14 00:00:00+05:30,898,4
699,"",GB32 GPFL 2227 9309 2608 54,660.00,CreditCard,2023-02-10 00:00:00+05:30,2022-07-18 00:00:00+05:30,66,1
700,"",AE17 4003 0590 9854 2920 806,615.00,DebitCard,2022-04-06 00:00:00+05:30,2022-06-18 00:00:00+05:30,33,2
701,"",SA08 95XC O3DA QYWR K3SK N3K6,919.00,OnlineBanking,2022-12-25 00:00:00+05:30,2022-06-23 00:00:00+05:30,949,5
702,"",KW84 QQPA NCAG FOHC CUZG S5GD RSKS FX,229.00,UPI,2022-07-01 00:00:00+05:30,2023-02-17 00:00:00+05:30,445,5
703,"",BE17 4942 1471 9948,31.00,OnlineBanking,2022-07-18 00:00:00+05:30,2022-12-04 00:00:00+05:30,56,5
704,"",SI60 8496 5251 4459 686,843.00,UPI,2022-08-12 00:00:00+05:30,2022-07-25 00:00:00+05:30,437,5
705,"",PK63 HJCY PSIK UJU2 HKJT 2SKS,307.00,OnlineBanking,2022-06-21 00:00:00+05:30,2022-05-12 00:00:00+05:30,933,5
706,"",BE74 8985 9169 4813,393.00,DebitCard,2022-09-21 00:00:00+05:30,2022-08-05 00:00:00+05:30,729,2
707,"",KW30 QNWF KAMV JILO 3T9R BO1I P2HM TR,655.00,DebitCard,2022-10-12 00:00:00+05:30,2022-12-08 00:00:00+05:30,424,5
708,"",FR79 2483 4189 75CR XXQC 0BOW Q32,299.00,DebitCard,2022-03-17 00:00:00+05:30,2023-01-27 00:00:00+05:30,890,3
709,"",FR10 6641 5074 26LV POZS QBBH R73,911.00,DebitCard,2023-01-22 00:00:00+05:30,2022-03-20 00:00:00+05:30,382,2
710,"",GB93 CDFC 8201 5919 9811 21,930.00,OnlineBanking,2022-12-25 00:00:00+05:30,2022-10-27 00:00:00+05:30,717,2
711,"",EE16 7412 6949 3817 4025,445.00,OnlineBanking,2022-07-23 00:00:00+05:30,2023-01-11 00:00:00+05:30,977,2
712,"",NL19 MWJE 3116 4713 04,769.00,OnlineBanking,2023-02-21 00:00:00+05:30,2023-02-18 00:00:00+05:30,902,1
713,"",MT03 IWFG 4306 9VGJ HV3K KFVP TCOI IHG,812.00,DebitCard,2022-07-13 00:00:00+05:30,2022-04-17 00:00:00+05:30,996,3
714,"",EE95 2568 3705 4098 2966,597.00,UPI,2022-08-05 00:00:00+05:30,2022-04-08 00:00:00+05:30,904,4
715,"",GL13 0026 9651 3257 13,903.00,DebitCard,2022-03-13 00:00:00+05:30,2022-06-26 00:00:00+05:30,518,2
716,"",FR79 0637 2617 49DS L62F KPNF B98,436.00,OnlineBanking,2022-10-14 00:00:00+05:30,2022-08-20 00:00:00+05:30,230,3
717,"",VG89 TLZV 5338 8482 2077 9275,361.00,OnlineBanking,2022-12-02 00:00:00+05:30,2022-05-10 00:00:00+05:30,164,5
718,"",FI33 5269 6891 2643 46,397.00,OnlineBanking,2022-12-25 00:00:00+05:30,2022-03-25 00:00:00+05:30,777,2
719,"",AT27 5073 9129 6329 0288,768.00,OnlineBanking,2022-04-10 00:00:00+05:30,2022-09-15 00:00:00+05:30,577,2
720,"",FR93 3783 3896 09KN BFPT TZC3 O02,251.00,UPI,2022-12-16 00:00:00+05:30,2022-05-12 00:00:00+05:30,834,5
721,"",SK46 4439 4006 1108 7678 1928,535.00,UPI,2023-02-06 00:00:00+05:30,2022-03-24 00:00:00+05:30,140,5
722,"",AL68 0468 5851 SF1O U49N WCNO AFFN,452.00,CreditCard,2022-05-26 00:00:00+05:30,2022-05-16 00:00:00+05:30,73,5
723,"",GT12 SELQ ZKAL ONAN RSQH K9U9 IB65,237.00,UPI,2022-10-18 00:00:00+05:30,2022-10-30 00:00:00+05:30,840,5
724,"",BE44 9110 0759 8935,132.00,OnlineBanking,2022-11-26 00:00:00+05:30,2022-07-12 00:00:00+05:30,315,1
725,"",GE43 DH82 8301 7630 5490 19,919.00,OnlineBanking,2022-06-25 00:00:00+05:30,2022-10-27 00:00:00+05:30,965,2
726,"",MT08 ZOZX 9936 5PRH SWIW EO20 JMG8 HKO,619.00,CreditCard,2022-04-05 00:00:00+05:30,2022-05-01 00:00:00+05:30,449,3
727,"",FR52 6888 8461 8847 BMQS MABP F32,337.00,CreditCard,2022-08-14 00:00:00+05:30,2022-09-23 00:00:00+05:30,822,5
728,"",PT03 7216 6724 0513 5759 0114 8,633.00,OnlineBanking,2022-08-03 00:00:00+05:30,2022-04-02 00:00:00+05:30,675,2
729,"",RS49 7421 5395 2482 4875 67,395.00,OnlineBanking,2022-07-22 00:00:00+05:30,2022-12-23 00:00:00+05:30,101,1
730,"",AD02 6030 5637 R8QQ YY0W EIEM,542.00,OnlineBanking,2022-07-27 00:00:00+05:30,2022-12-03 00:00:00+05:30,529,1
731,"",VG09 OSMP 5790 3383 4885 9472,651.00,UPI,2022-09-27 00:00:00+05:30,2022-10-16 00:00:00+05:30,908,1
732,"",FR66 9334 2327 21VD NGIT 1162 V61,78.00,OnlineBanking,2023-03-01 00:00:00+05:30,2022-07-01 00:00:00+05:30,158,4
733,"",RO11 BEMO BCAU OZRQ RGLD QYLC,513.00,OnlineBanking,2022-11-25 00:00:00+05:30,2022-04-28 00:00:00+05:30,396,3
734,"",CH48 4186 1JXV 5OFW CM2A D,329.00,DebitCard,2022-08-17 00:00:00+05:30,2022-12-13 00:00:00+05:30,11,5
735,"",NO20 4876 6677 221,868.00,OnlineBanking,2022-03-26 00:00:00+05:30,2023-02-24 00:00:00+05:30,619,1
736,"",MR46 4771 0142 6931 7526 7953 216,847.00,DebitCard,2022-08-23 00:00:00+05:30,2022-08-08 00:00:00+05:30,937,1
737,"",SM81 N109 1333 877V Y25J LPLA NVE,112.00,CreditCard,2022-10-25 00:00:00+05:30,2022-09-18 00:00:00+05:30,917,2
738,"",LV20 HBTV XQWM 7WBK M11D A,177.00,OnlineBanking,2022-03-19 00:00:00+05:30,2023-01-06 00:00:00+05:30,768,2
739,"",BH26 IBTK BKZN TCC8 XZPM SR,337.00,DebitCard,2022-06-23 00:00:00+05:30,2022-07-23 00:00:00+05:30,888,5
740,"",FR45 2993 6639 610B DFVQ FJFO A97,806.00,OnlineBanking,2022-07-13 00:00:00+05:30,2022-09-12 00:00:00+05:30,705,1
741,"",LV26 NUII PSXA FFYC 2PZ6 Z,229.00,DebitCard,2022-04-30 00:00:00+05:30,2022-07-03 00:00:00+05:30,235,4
742,"",MD90 03AR TEF5 03JY I45E BUQQ,318.00,UPI,2022-10-12 00:00:00+05:30,2022-03-10 00:00:00+05:30,576,5
743,"",FR17 7803 7471 12KQ TSIC HVV5 849,696.00,DebitCard,2022-07-21 00:00:00+05:30,2022-12-17 00:00:00+05:30,453,1
744,"",IE63 CAFE 8496 7008 2269 53,912.00,DebitCard,2022-06-19 00:00:00+05:30,2022-07-03 00:00:00+05:30,305,4
745,"",PT52 8036 3797 0308 6047 6002 1,49.00,DebitCard,2022-11-19 00:00:00+05:30,2022-10-15 00:00:00+05:30,293,3
